偵測語言,中文 (繁體),bandits,土匪
英文,中文 (繁體),desolation,荒涼
英文,中文 (繁體),unvetted,未經審查的
英文,中文 (繁體),patronize,光顧
德文,中文 (繁體),Abstammungsurkunde,血統證明
德文,中文 (繁體),vaterschaftsanerkennung,親子鑑定
英文,中文 (繁體),dorky,笨拙的
英文,中文 (繁體),poking,戳
英文,中文 (繁體),stalking,跟踪
英文,中文 (繁體),glamorous,迷人的
英文,中文 (繁體),expats,外籍人士
德文,中文 (繁體),Entgelt,費用
德文,中文 (繁體),Erwerbsminderung,盈利能力下降
德文,中文 (繁體),zulage,津貼
英文,中文 (繁體),Equity and Inclusion,公平和包容
德文,中文 (繁體),Bergung,打撈
英文,中文 (繁體),plaintiffs,原告
英文,中文 (繁體),filial piety,孝順
英文,中文 (繁體),plagiarism,抄襲
德文,英文,erheblich,considerably
德文,中文 (繁體),Rittermacht,騎士力量
德文,中文 (繁體),Räuber,強盜
英文,中文 (繁體),I've been mugged,我被搶劫了
德文,中文 (繁體),Attest,醫療證書
偵測語言,中文 (繁體),Attest,證明
英文,中文 (繁體),baptized,受洗
英文,中文 (簡體),rebuttal,反驳
英文,中文 (簡體),enraged,激怒了
英文,中文 (簡體),to divert his motorcade,转移他的车队
英文,中文 (簡體),"aftermath 
devastating ","后果
毁灭性的"
英文,中文 (簡體),aftermath,后果
英文,中文 (簡體),prom,舞会
德文,英文,umlaufvermögen,working capital
英文,中文 (簡體),mortar fire,迫击炮火
英文,中文 (簡體),mortar,砂浆
英文,中文 (簡體),peasant,农民
德文,中文 (簡體),Zusammenhang,联系
德文,英文,Auflag,edition
英文,中文 (繁體),ricochet,彈跳
英文,中文 (繁體),ecstasy,狂喜
德文,英文,Ersuchen,request
英文,德文,I wonder whether I have an appointment with you tomorrow.,"Ich frage mich, ob ich morgen einen Termin bei Ihnen habe."
偵測語言,英文,Zulage,allowance
德文,中文 (簡體),"Röntgenfilm
Zahn Gipsmodell
ausleihen","X 光胶片
牙膏模型
借"
偵測語言,英文,urteil,verdict
偵測語言,英文,blutungsneigung,Bleeding tendency
英文,中文 (繁體),condolence,慰問
偵測語言,德文,滴上蜂膠,Mit Propolis beträufeln
偵測語言,德文,腫痛,Schwellung und Schmerzen
偵測語言,德文,紅疹,roter Hautausschlag
偵測語言,德文,day by day,Tag für Tag
英文,德文,"I'm so sorry.

So far we have only received up to RG CD7VBH24J-97 from Amazon.","Es tut mir Leid.

 Bisher haben wir nur bis zu RG CD7VBH24J-97 von Amazon erhalten."
英文,德文,I wonder if my application has been approved.,"Ich frage mich, ob mein Antrag genehmigt wurde."
英文,德文,I wish you merry christmas and happy new year.,Ich wünsche Ihnen frohe Weihnachten und einen guten Rutsch ins neue Jahr.
英文,德文,I take 07.02.2020 as the date of invoice for RE0045. Or do I have to take today's date?,Als Rechnungsdatum für RE0045 nehme ich den 07.02.2020.  Oder muss ich das heutige Datum nehmen?
英文,德文,"I follow your guideline but the problem still exists.  Besides, there is no power Led at all after connecting the power adapter.","Ich folge deiner Anleitung, aber das Problem besteht immer noch.  Außerdem gibt es nach dem Anschließen des Netzteils überhaupt keine Power-LED."
英文,德文,I can not apply for the activation.,Ich kann die Freischaltung nicht beantragen.
英文,德文,I am processing it.,Ich bearbeite es.
英文,德文,"I am glad that you remember me. 😊

We now have new marketing contact for Germany but I am always there for you. I will forward you to him.","Ich freue mich, dass Sie sich an mich erinnern.  😊

 Wir haben jetzt einen neuen Marketingkontakt für Deutschland, aber ich bin immer für Sie da.  Ich werde Sie an ihn weiterleiten."
德文,英文,hält,holds
英文,德文,"However, I forgot to remind you on 02.01.2020.  I am sorry.","Ich habe jedoch vergessen, Sie am 02.01.2020 zu erinnern.  Es tut mir leid."
德文,英文,hochgeschrieben,written up
德文,中文 (繁體),hochgeschrieben,寫的
英文,中文 (繁體),hoard,囤
德文,英文,Hinweise,Hints
德文,英文,herrschaftsfrei,free of domination
德文,英文,herauszulassen,let out
德文,英文,Herausgabe,release
德文,英文,herangezogen,used
德文,英文,Herabsetzung,reduction
德文,中文 (繁體),gnadenlosen,無情
德文,中文 (繁體),glaubwürdigkeit,可信度
德文,英文,Gewährung,granting
德文,中文 (簡體),gewissen,良心
德文,英文,Gesinnung,attitude
德文,英文,geschehen,happen
德文,英文,geraten,devices
德文,中文 (繁體),gelegentlich,偶爾
德文,英文,formulieren,formulate
德文,英文,"fordern
fördern","demand
 support financially"
德文,英文,FIRMENAUSKÜNFTE EMPFOHLEN,COMPANY REFERENCES RECOMMENDED
德文,英文,Feinschmecker,Gourmet
英文,中文 (繁體),Ethos,精神氣質
德文,英文,Es wurde versendet über Amazon. Haben wir keine AU erstellt.,It was shipped via Amazon.  Didn't we create an AU.
德文,英文,"Es spielt auch eine Rolle, wie gravierend der Fehler ist und inwieweit der Computer dadurch nicht mehr benutzt werden kann.",It also plays a role how serious the error is and to what extent the computer can no longer be used as a result.
德文,英文,erwähnen,mention
德文,中文 (繁體),Erlass,法令
德文,中文 (繁體),erlangt,獲得
德文,英文,erlangt,obtained
德文,英文,erheblich,significantly
德文,英文,erfolgt,he follows
德文,中文 (繁體),Erbrecht,繼承權
德文,英文,entziehen,revoke
德文,英文,entstehen,develop
德文,英文,Empfindung,sensation
西班牙文,英文,el comprobante,the voucher
英文,德文,"either or
neither nor","entweder oder
 weder noch"
英文,德文,"either ... or
neither ... nor","entweder oder
 weder noch"
德文,英文,einziehen,collect
德文,英文,Einwendungen,objections
德文,英文,Einspruch,objection
德文,英文,Einsam zweisam,Lonely two
德文,英文,Einingung,agreement
德文,中文 (繁體),einig,一些
德文,英文,eingezogenen,drafted
德文,英文,Einen Teilabgleich für einen Umsatz können Sie in jeglicher Form vornehmen.,You can perform a partial match for a transaction in any form.
德文,英文,eindrücklichen,impressive
德文,中文 (繁體),eindeutig,清楚地
德文,英文,ehren,to honor
德文,英文,"Durch dieses Verkaufslimit wird Ihre Vertrauenswürdigkeit in keinster Weise in Frage gestellt. 
Wenden Sie sich zur Klärung des Sachverhalts bitte an die eBay-Sicherheit.","This sell limit does not in any way call into question your trustworthiness.
 Please contact eBay security for clarification."
德文,英文,du gehst ganz anders durchs Leben.,you go through life very differently.
英文,中文 (繁體),disputed,爭議
英文,中文 (繁體),dispersed,分散的
德文,英文,"Disney  bietet derzeit eine kostenlose Probephase von 7 Tagen an. Das Frühbucherangebot, das im Vorfeld des Disney  Starts am 24. März angeboten wird,  umfasst keine kostenlose Probephase.","Disney  is currently offering a 7-day free trial.  The early bird offer, offered in advance of Disney  launch on March 24, does not include a free trial period."
德文,中文 (繁體),die Despotie,專制
德文,英文,"Die Akku Nutzungsdauer nimmt ab, wenn der Akku übermäßig häufig geladen wird.",Battery life will decrease if the battery is charged excessively frequently.
德文,英文,"Dich erwartet in dieser Lektion noch: Grammatik, Wortschatz, Landeskunde.","Awaiting you in this lesson: grammar, vocabulary, regional studies."
德文,英文,dessen,whose
德文,英文,"Der Verkäufer darf auch ohne Ihr Einverständnis keine Fakten schaffen: Verlangen Sie eine Nachbesserung, darf der Händler nicht einfach ein Ersatzgerät liefern.","The seller may not create any facts without your consent: If you request a repair, the dealer may not simply deliver a replacement device."
德文,英文,den Sog der Masse,the pull of the crowd
英文,中文 (繁體),defiance,蔑視
德文,英文,das Leitbild,The guiding principle
德文,英文,daherkommt,comes along
德文,中文 (繁體),Credo,信條
德文,英文,Containerplombe,container seal
英文,中文 (繁體),"confinement
containment
contagion","坐月子
 遏制
 傳染"
英文,中文 (繁體),conducive,有利於
英文,德文,Can I pay installments?,Kann ich Raten zahlen?
德文,中文 (繁體),bündig schnitt,平切
德文,英文,Bundesanstalt,federal institution
德文,英文,bezugnehmend auf,Referring to
德文,英文,Bewilligungsbehörde,granting authority
德文,英文,beweisen,to prove
德文,中文 (繁體),berühmte Maler.,著名畫家。
德文,英文,Berichterstattung,reporting
德文,英文,Bemerkungen zugemutet,comments expected
德文,英文,Bei 12V spürt man einen mächtigen Durchsatz!,At 12V you can feel a mighty throughput!
德文,英文,"Begriffe
wenn sie nach einem festen Muster gebildet wird

Unregelmäßige Formen muss man lernen, weil es keine allgemeine Regel gibt, mit deren Hilfe man die korrekte Form aus einer Grundform bilden kann.","terms
 if it is formed according to a fixed pattern

 Irregular shapes have to be learned because there is no general rule that can be used to build the correct shape from a basic shape."
德文,英文,begegnet,met
德文,英文,beanstandet,objected to
德文,中文 (繁體),Barauslagen,現金支出
德文,英文,"Außerdem darf der Händler nicht auf Reparatur bestehen, wenn sich der Fehler gar nicht langfristig beheben lässt. Wenn eine Ersatzlieferung nach allen Umständen übermäßig teuer wäre, müssen Sie sich aber mit der Reparatur zufrieden geben.","In addition, the dealer must not insist on repairs if the fault cannot be rectified in the long term.  If, by all accounts, a replacement would be prohibitively expensive, you'll have to settle for the repair."
德文,英文,auszusetzen.,to suspend.
德文,英文,Auskunft,information desk
德文,英文,Ausarbeitung,drafting
德文,英文,Aufnäher,patch
德文,英文,aufgeführten,listed
英文,德文,Attachment please find the CB certificate.,Im Anhang finden Sie das CB-Zertifikat.
德文,英文,Anrede,salutation
德文,英文,Anlässlich,on the occasion
德文,英文,anlagevermögen,Capital assets
德文,英文,anhat,wears
德文,英文,angewiesen sein auf,rely on
德文,中文 (繁體),Ambulante und stationäre Behandlungen,門診和住院治療
英文,德文,"Amazon removes your email address.

You can download the invoice to your Amazon account two days after delivery.","Amazon entfernt Ihre E-Mail-Adresse.

 Sie können die Rechnung zwei Tage nach Lieferung in Ihr Amazon-Konto herunterladen."
德文,英文,am ehesten,most likely
德文,英文,allzu,too
德文,英文,allem,everything
德文,英文,Akteuren,actors
英文,中文 (繁體),ailments,疾病
英文,德文,Additional washing programs can be loaded onto the washing machine via NFC using a smartphone.,Per NFC können per Smartphone weitere Waschprogramme auf die Waschmaschine geladen werden.
德文,英文,abbaubar,degradable
偵測語言,德文,帶狀皰疹不斷擴散,Gürtelrose breitet sich immer weiter aus
德文,中文 (繁體),überfallen,搶劫
德文,英文,Zwangsgeld,fine
德文,英文,"Wundern Sie sich bitte nicht, wenn Sie nicht bei jedem Online-Einkauf nach Ihrem 3-D Secure Passwort und einer mobileTAN gefragt werden.",Please do not be surprised if you are not asked for your 3-D Secure password and a mobileTAN every time you make an online purchase.
英文,德文,I need the complete number:,Ich brauche die vollständige Nummer:
德文,中文 (簡體),Wettbewerbs­verzerrung,竞争扭曲
德文,英文,Wettbewerbs­verzerrung,distortion of competition
德文,英文,Weshalb,For what reason
英文,中文 (繁體),harnessing,駕馭
德文,英文,Wer ist für den Vollzug zuständig?,Who is responsible for enforcement?
德文,英文,VORGEHENSWEISEN,PROCEDURES
德文,英文,geraumer Zeit,some time
德文,英文,Vorgehensweisen,procedures
德文,英文,vorbeugen,prevent
德文,中文 (繁體),Unterlassung,省略
德文,中文 (繁體),bäckerhefe,麵包酵母
德文,英文,unablässig,incessantly
英文,德文,"Take good care of yourself.
Take care of yourself.","Pass gut auf dich auf.
 Pass auf dich auf."
德文,英文,beträchtlich,considerably
英文,德文,Take good care of yourself.,Pass gut auf dich auf.
德文,英文,anteil,proportion of
德文,英文,strafbewehrte,punishable
德文,英文,Stirn,forehead
德文,英文,Stiele,stems
德文,中文 (簡體),Schwerverbrecher,刑事
英文,德文,rule,Regel
英文,中文 (簡體),resection,切除
英文,德文,Refund sales tax for a foreign customer?,Umsatzsteuerrückerstattung für einen ausländischen Kunden?
德文,英文,Querformat,landscape
德文,英文,Quer,across
德文,英文,Quadrat,square
英文,中文 (繁體),"plunder
egalitarian","掠奪
 平等主義"
英文,德文,NEW EXPIRY DATE,NEUES ABLAUFDATUM
英文,德文,Is there any problem,Gibt es ein Problem
英文,中文 (繁體),indebted to you,欠你的
德文,英文,fristgerechten,timely
德文,英文,erzielt,achieved
德文,中文 (繁體),entschädigung,損害賠償
德文,英文,eklig,disgusting
德文,英文,Einwand,objection
德文,中文 (繁體),daher,所以
英文,中文 (簡體),beseeched,恳求
德文,英文,beeinträchtigt,impaired
德文,英文,Beanstandung,complaint
德文,中文 (簡體),GEISTIGEM EIGENTUM,知识产权
中文 (簡體),德文,芥花油,Rapsöl
德文,英文,willens,willing
英文,德文,threaten to me,bedrohen mich
英文,德文,threaten,bedrohen
英文,中文 (繁體),steroid,類固醇
偵測語言,中文 (繁體),stalker,纏擾者
英文,中文 (繁體),scorn,輕蔑
英文,中文 (繁體),patron,顧客
英文,德文,jail,Gefängnis
英文,中文 (繁體),guild,公會
英文,德文,go to jail,ins Gefängnis gehen
德文,中文 (繁體),exstirpation,摘除
德文,中文 (繁體),Ehre,榮譽
德文,英文,Doch jetzt stehen sie unter Beschuss.,But now they're under fire.
英文,中文 (繁體),dire,可怕的
德文,英文,Auflage,Edition
英文,中文 (繁體),amass,積聚
偵測語言,德文,刺痛 一點癢,Kribbeln ein wenig jucken
偵測語言,德文,帶狀皰疹 刺痛 一點癢,herpes zoster kribbeln ein wenig jucken
偵測語言,中文 (繁體),schrecken,嚇
偵測語言,中文 (繁體),abschreckung,威懾
偵測語言,中文 (繁體),oligarch,寡頭
中文 (簡體),德文,備用藥,Backup-Medizin
德文,中文 (繁體),landschafts,景觀
德文,英文,aufsicht,at sight
德文,英文,bin gewissen,I am certain
英文,德文,ambassador,Botschafter
德文,中文 (繁體),bündig schnitt,切齊
英文,中文 (繁體),indulge,放縱
德文,英文,Wettbewerbs­verzerrung,Distortion of competition
德文,中文 (繁體),absehen,避免
德文,英文,äußerungen,utterances
德文,中文 (繁體),äußerungen,話語
德文,中文 (繁體),anti-Semitism,反猶太主義
德文,中文 (繁體),unerträgliche,無法忍受的
德文,中文 (繁體),unterträgliche,無法忍受的
德文,英文,Vorgehensweisen,Procedures
德文,英文,genesene,recovered
德文,英文,"Blickwinkel, Gesichtspunkt","Point of view, point of view"
德文,中文 (繁體),"Blickwinkel, Gesichtspunkt",觀點，觀點
德文,中文 (繁體),hinsicht,關於
德文,中文 (繁體),da,那裡
德文,英文,bündig,flush
德文,中文 (繁體),vorher,前
德文,中文 (繁體),bumerang,迴旋鏢
德文,英文,Untermiete,Sublet
德文,英文,raten,guess
德文,英文,Leseraten,Read rates
德文,英文,vermutungen,assumptions
英文,中文 (繁體),crouching,蹲下
德文,中文 (繁體),erzieher,教育家
英文,中文 (繁體),dungeon,地牢
德文,英文,Aufmerksamkeit,attention
德文,英文,Zwangsgeld,Fine
德文,英文,verarschen,kidding
德文,英文,trockengetupft,patted dry
德文,中文 (繁體),nachhaltige,可持續的
德文,英文,beanstandet,objected
英文,中文 (繁體),muse,沉思
英文,中文 (繁體),suffocating,令人窒息的
德文,中文 (繁體),entfällt,不適用
德文,中文 (繁體),begabung,天賦
德文,英文,Querformat,Landscape format
德文,英文,Quer,Cross
英文,中文 (繁體),"plunder
egalitarian","掠奪
平等主義的"
德文,中文 (繁體),Vorwürfe,指責
德文,中文 (繁體),überfallen,伏擊
英文,德文,betray,verraten
中文 (簡體),德文,起雞皮疙瘩,Gänsehaut
中文 (簡體),英文,起雞皮疙瘩,Goose bumps
德文,中文 (繁體),Bibbern,震顫
德文,中文 (繁體),Vandalismus,破壞行為
德文,英文,Einspruch,Objection
德文,英文,Einwendungen,Objections
英文,中文 (繁體),relapse,復發
英文,中文 (繁體),abort,中止
德文,中文 (繁體),Radon,氡
德文,中文 (繁體),antisemitismus,反猶太主義
英文,中文 (繁體),parsing,解析
英文,中文 (繁體),relinquish,放棄
英文,中文 (繁體),heist,搶劫
英文,中文 (繁體),Gumps,腮腺炎
英文,中文 (繁體),silo,筒倉
英文,中文 (繁體),equate,等同
英文,中文 (繁體),sentient,有感覺的
英文,中文 (繁體),volition,意志
英文,中文 (繁體),Perimeter,周長
英文,中文 (繁體),incendiary,燃燒的
英文,中文 (繁體),peckerwood,啄木鳥
英文,中文 (繁體),varsity,校隊
英文,中文 (繁體),Chiseled,鑿子
英文,德文,whack a mole,Schlag einen Maulwurf
英文,中文 (繁體),encampment,營地
英文,中文 (繁體),pilates instructor,普拉提教練
英文,中文 (繁體),put the beef in my taco,把牛肉放進我的炸玉米餅
英文,中文 (繁體),mug,杯
英文,中文 (繁體),butt,屁股
英文,中文 (繁體),"the rotating assembly in a turbine, especially a wind turbine.",渦輪機，尤其是風力渦輪機中的旋轉組件。
英文,中文 (繁體),rotor,轉子
英文,中文 (繁體),dismantle,拆除
英文,中文 (繁體),insurgent,叛亂分子
英文,中文 (繁體),with all due respect,在所有適當的尊重
英文,中文 (繁體),cadet,學員
英文,中文 (繁體),insurrections,暴動
中文 (簡體),英文,彈劾,impeach
德文,英文,Stiele,Stems
英文,德文,NEW EXPIRY DATE,Neues Ablaufdatum
英文,中文 (繁體),metaphor,隱喻
德文,英文,Weshalb,Why
英文,中文 (繁體),misfits,失配
德文,英文,"Wundern Sie sich bitte nicht, wenn Sie nicht bei jedem Online-Einkauf nach Ihrem 3-D Secure Passwort und einer mobileTAN gefragt werden.",Please do not be surprised if you are not asked for your 3-D Secure password and a mobileTAN every time you shop online.
英文,中文 (繁體),sowing,播種
英文,德文,"either ... or
neither ... nor","entweder oder
weder noch"
英文,德文,"I'm so sorry.

So far we have only received up to RG CD7VBH24J-97 from Amazon.","Es tut mir Leid.

Bisher haben wir nur bis zu RG CD7VBH24J-97 von Amazon erhalten."
德文,英文,Containerplombe,Container seal
德文,中文 (簡體),Schwerverbrecher,重罪犯
英文,德文,Is there any problem,Gibt es irgendein Problem
德文,英文,VORGEHENSWEISEN,PROCEDURE
英文,中文 (繁體),blight,枯萎病
英文,中文 (繁體),mandate,授權
英文,中文 (繁體),concede,承認
英文,中文 (繁體),bruised up,傷痕累累
英文,中文 (繁體),underlying,底層的
英文,中文 (繁體),undermining,破壞
中文 (簡體),英文,芥花油,Canola oil
英文,中文 (繁體),furlough,休假
英文,德文,"Take good care of yourself.
Take care of yourself.","Pass gut auf dich auf.
Pass auf dich auf."
德文,英文,strafbewehrte,penalized
德文,中文 (繁體),umfassend,充分
德文,中文 (繁體),unfassbar,不可理解的
英文,中文 (繁體),ballot,選票
英文,中文 (繁體),jeopardy,危險
德文,中文 (繁體),Einsamkeit,孤獨
英文,中文 (繁體),impeachment trial,彈trial審判
英文,中文 (繁體),authoritarianism,威權主義
英文,德文,Refund sales tax for a foreign customer?,Rückerstattung Umsatzsteuer für einen ausländischen Kunden?
英文,中文 (繁體),lancet,柳葉刀
英文,中文 (繁體),lancet child,柳葉刀兒童
英文,中文 (繁體),rodent,囓齒動物
英文,中文 (繁體),primate,靈長類動物
英文,中文 (繁體),adolescents,青少年
英文,中文 (繁體),dude,花花公子
英文,中文 (繁體),nerd,書呆子
英文,中文 (繁體),indebted to you,欠你
中文 (簡體),英文,零散的刮鬍刀頭,Scattered razor heads
德文,中文 (繁體),Stummschaltung für eingehende Anrufe aufheben,取消來電靜音
英文,德文,"Thank you for your soon reply.


I wanted to know Daniel's offers. We need a Youtuber with at least 150K subscribers. Please help with that.


Thanks again.",Vielen Dank für Ihre bald Antwort.Ich wollte Daniel Angebote kennen zu lernen. Wir brauchen einen Youtuber mit mindestens 150.000 Abonnenten. Bitte helfen Sie dabei.Danke noch einmal.
英文,德文,"Unfortunately I didn't see your answer last Friday. We want the video posted on social media as soon as possible.


I hope to talk to you about the budget. Please inform your possible period.","Leider habe ich Ihre Antwort letzten Freitag nicht gesehen. Wir möchten, dass das Video so schnell wie möglich in den sozialen Medien veröffentlicht wird.

Ich hoffe, mit Ihnen über das Budget zu reden. Bitte informieren Sie Ihren möglichen Zeitraum."
德文,英文,bloß,just
德文,英文,Rohrzucker,Cane sugar
德文,英文,nachhaltig Anbau,sustainable cultivation
德文,英文,nachhaltig,sustainable
德文,英文,erfolgt,takes place
德文,英文,nachträglich,afterwards
德文,中文 (繁體),blödsinn,廢話
英文,中文 (繁體),arson,縱火
英文,中文 (繁體),looting,搶劫
英文,德文,"Please find the draft invoice attached. If it is OK, I'll send you the bill.","Den Rechnungsentwurf findest du im Anhang. Wenn es in Ordnung ist, schicke ich dir die Rechnung."
英文,德文,"Please find the draft invoice attached. If it is OK, I'll send you the bill.","Den Rechnungsentwurf finden Sie im Anhang. Wenn es in Ordnung ist, schicke ich Ihnen die Rechnung."
德文,中文 (繁體),"Laktose
Gluten","乳糖
麩質"
英文,中文 (繁體),phoney,假
德文,英文,versagensangst,fear of failure
德文,英文,schlichtung,arbitration
中文 (簡體),德文,硼,Bor
英文,德文,"Please add our company name, ""Winten GmbH"", to the billing address.","Fügen Sie bitte unseren Firmennamen „Winten GmbH“, an die Rechnungsadresse."
英文,德文,"Please add ""Winten GmbH"" to the billing address.",Bitte fügen Sie „Winten GmbH“ an die Rechnungsadresse.
德文,英文,Hallo ihr lieben! Wir haben 3 Wasser-Säcke besorgt für die 3 Strassenbäume im Grünstreifen. Sollen wir die gleich gemeinsam mit einem leckeren Kaltgetränk zusammen befüllen?,Hello my dears!  We got 3 water sacks for the 3 trees in the green area.  Should we fill them up with a delicious cold drink right away?
德文,英文,nähere informationen,further information
德文,英文,wissenschaftliche,scientific
英文,德文,boron,Bor
英文,德文,when do you expect to send me this order?,"Wann erwarten Sie, mir diese Bestellung zu schicken?"
英文,德文,when do you expect to send me this order?,"Wann erwarten Sie, mir diese zu schicken?"
中文 (簡體),德文,賭博,Glücksspiel
中文 (簡體),德文,月桂葉,Lorbeerblatt
德文,英文,übel,evil
德文,英文,verschleppt,carried off
德文,英文,kappen,cut
德文,英文,kappen,caps
德文,英文,erbsen,peas
德文,英文,trüben,tarnish
德文,英文,versagen,to fail
英文,中文 (繁體),squash,壁球
中文 (簡體),德文,不小心按到,versehentlich gedrückt
中文 (簡體),德文,不小心的,versehentlich
英文,德文,quarantine,Quarantäne
英文,中文 (繁體),hurdle,欄
德文,英文,witz,joke
德文,英文,schimpfen,rant
德文,中文 (繁體),regimes,政權
德文,英文,mühsam,tedious
德文,英文,mühe,trouble
德文,英文,Er hat Behauptungen zurückgewiesen.,He has rejected claims.
中文 (簡體),德文,鉀,Kalium
德文,英文,Verordnung,prescription
德文,中文 (繁體),Prophylaxe,預防
德文,英文,Prophylaxe,prophylaxis
德文,英文,Vorsorge,prevention
德文,英文,Vorsorgeuntersuchungen,precaution examinations
英文,德文,suspicious,verdächtig
德文,中文 (繁體),Razzia,襲擊
德文,英文,Razzia,Raid
德文,中文 (繁體),Osteopathie,骨病
德文,英文,spritziger Getränke,sparkling drinks
德文,英文,weidemilch,pasture milk
德文,中文 (繁體),weidemilch,牧場牛奶
德文,英文,gerettet,rescued
德文,英文,drüberschauen,look over it
德文,英文,drüber,over it
德文,英文,darüber,about that
德文,英文,verraten,betray
德文,英文,verraten sie mir,tell me
德文,英文,streife,patrol
德文,英文,Auflagen,pads
德文,英文,Gutes Gelingen!,Good succeed!
德文,英文,Stundung,Deferral
中文 (簡體),德文,"斜線
括號
空白鍵","Schrägstrich
Klammern
Leere Taste"
中文 (簡體),德文,"斜線
括號","Schrägstrich
Klammern"
中文 (簡體),德文,"小腸
大腸
腸","Dünndarm
der Dickdarm
Darm-"
中文 (簡體),德文,"小腸
大腸","der Dünndarm
der Dickdarm"
中文 (簡體),德文,腎臟,Niere
英文,德文,overspeed warning,Überdrehzahlwarnung
英文,德文,Is it because of your special setting in our telephone system?,Liegt es an Ihrer besonderen Einstellung in unserer Telefonanlage?
德文,中文 (繁體),Außerachtlassen,漠視
